0,144.365673823615,-38.1482363570401,4.174
1,144.37248828952,-38.15366269982,3.004
2,144.368090169049,-38.1534870914111,4.544
3,144.353596415686,-38.1540349883184,3.062
4,144.362555189559,-38.1514015461361,3.703
5,144.372437359874,-38.1502714874729,7.561
6,144.358964861658,-38.1518543507447,4.56
7,144.354823651317,-38.1533594501553,5.228
8,144.360972601779,-38.1460039554865,7.445
9,144.36761334948,-38.1526121391708,5.612
10,144.353521242066,-38.1531082932239,4.169
11,144.353403530051,-38.1530967703506,4.256
12,144.369420142068,-38.1500386503443,6.02
13,144.352895175748,-38.1477030356548,4.498
14,144.37016341922,-38.1495757052172,4.577
15,144.368636832409,-38.1503880152796,6.201
16,144.374105635446,-38.1542711579811,4.489
17,144.353784986472,-38.1525256430792,5.271
18,144.358834866985,-38.1522242874394,6.475
19,144.358492076321,-38.1494288313865,6.295
20,144.373027823961,-38.1497820278268,4.509
21,144.368819976763,-38.1509185365083,3.778
22,144.358893002571,-38.150486367194,5.188
23,144.358257408464,-38.1519623733699,6.544
24,144.367578825746,-38.1485823916181,3.701
25,144.359051299414,-38.1480880363318,7.635
26,144.353224689708,-38.1500797842923,4.04
27,144.360461846523,-38.150074650625,3.085
28,144.352976888432,-38.1525899614232,3.932
29,144.360484334717,-38.1500084001208,5.113
30,144.358822160921,-38.1458054801236,4.697
31,144.354073786802,-38.1514239528147,10.775
32,144.361564397972,-38.1534948784465,4.429
33,144.353918481102,-38.1525957305538,5.286
34,144.364009745266,-38.1546585637129,3.667
35,144.36903500886,-38.1486452171236,5.328
36,144.356022444158,-38.1538267868036,4.015
37,144.368723414036,-38.1477149694901,7.233
38,144.363062423567,-38.1491721111482,6.61
39,144.370674955864,-38.1481312961331,6.232
40,144.364486944458,-38.1534511112721,6.967
41,144.355754831184,-38.1533405655684,6.514
42,144.362213682494,-38.1509033277971,6.828
43,144.373592600703,-38.1489884499883,4.505
44,144.359577092493,-38.1476410118303,4.047
45,144.359045562464,-38.146415582391,15.187
46,144.352966350926,-38.1431778375629,3.304
47,144.354902778461,-38.1546366790406,3.632
48,144.359536807885,-38.1477294252446,4.219
49,144.357623902385,-38.1546412063776,5.019
50,144.353952746367,-38.1543388139549,4.24
